Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration
"3 Easy Keyboard Duets, Op.7","Haigh, Thomas","https://imslp.org/wiki/3_Easy_Keyboard_Duets,_Op.7_(Haigh,_Thomas)",piano 4-hands or harpsichord 4-hands,,Classical,,,Classical,
3 Easy Piano Pieces,"Zhou, Timothy","https://imslp.org/wiki/3_Easy_Piano_Pieces_(Zhou,_Timothy)",piano,,Modern,,2023,Modern,
"3 Easy Piano Sonatas, Op.5","Bruguier, David","https://imslp.org/wiki/3_Easy_Piano_Sonatas,_Op.5_(Bruguier,_David)",piano,,Classical,,,Classical,
"3 Easy Piano Trios, Op.159","Reinecke, Carl","https://imslp.org/wiki/3_Easy_Piano_Trios,_Op.159_(Reinecke,_Carl)","violin, cello, piano",,Romantic,,,Romantic,
3 Easy Pieces for Piano,"Dongen, Sjoerd van","https://imslp.org/wiki/3_Easy_Pieces_for_Piano_(Dongen,_Sjoerd_van)",Piano or other Keyboard,,Modern,,2010,Modern,
"3 Easy Pieces, K021","Stravinsky, Igor","https://imslp.org/wiki/3_Easy_Pieces,_K021_(Stravinsky,_Igor)",piano 4-hands,,Early 20th century,,1915,Early 20th century,3 minutes
"3 Easy and Instructive Flute Duets, Op.74","Kummer, Kaspar","https://imslp.org/wiki/3_Easy_and_Instructive_Flute_Duets,_Op.74_(Kummer,_Kaspar)",2 flutes,,Romantic,,,Romantic,
"3 Ecossaisen, G.103","Gerson, Georg","https://imslp.org/wiki/3_Ecossaisen,_G.103_(Gerson,_Georg)",piano,"E-flat major, D major, C major",Romantic,,1817-01-08,Romantic,
"3 Ecossaisen, G.128","Gerson, Georg","https://imslp.org/wiki/3_Ecossaisen,_G.128_(Gerson,_Georg)",piano,"C-sharp minor, C major, D major",Romantic,,1818-01-08,Romantic,
"3 Ecossaises, D.816","Schubert, Franz","https://imslp.org/wiki/3_Ecossaises,_D.816_(Schubert,_Franz)",piano,,Romantic,,1824,Romantic,1-2 minutes
"3 Ecossaises, Op.35","Blanchet, Emile-Robert","https://imslp.org/wiki/3_Ecossaises,_Op.35_(Blanchet,_Emile-Robert)",piano,,Romantic,,,Romantic,
"3 Ecossaises, Op.72 No.3","Chopin, Frédéric","https://imslp.org/wiki/3_Ecossaises,_Op.72_No.3_(Chopin,_Frédéric)",piano,,Romantic,,1826 (possibly 1829-30?),Romantic,
"3 Eglogues, Op.61","Bourdeney, Clarisse","https://imslp.org/wiki/3_Eglogues,_Op.61_(Bourdeney,_Clarisse)","flute, piano",,Romantic,,,Romantic,
"3 Eight-Part Motets, Op.69","Woyrsch, Felix","https://imslp.org/wiki/3_Eight-Part_Motets,_Op.69_(Woyrsch,_Felix)",Voices: 2 mixed choruses (SATB; SATB),,Romantic,,,Romantic,9 minutes
"3 Einsöngslög, Op.1",Sigurður Þórðarson,"https://imslp.org/wiki/3_Einsöngslög,_Op.1_(Sigurður_Þórðarson)","voice, piano",,Romantic,,,Romantic,
"3 Einsöngslög, Op.1","Þórðarson, Sigurður","https://imslp.org/wiki/3_Einsöngslög,_Op.1_(Þórðarson,_Sigurður)","voice, piano",,Romantic,,,Romantic,
"3 Elegien, Op.191","Salbert, Dieter","https://imslp.org/wiki/3_Elegien,_Op.191_(Salbert,_Dieter)","saxophone, church organ",,Modern,,1989,Modern,15 minutes
"3 Elegien, Op.6","Grimm, Julius Otto","https://imslp.org/wiki/3_Elegien,_Op.6_(Grimm,_Julius_Otto)",piano,,Romantic,,,Romantic,
3 Elegies for 2 Guitars,"Quantick, Peter","https://imslp.org/wiki/3_Elegies_for_2_Guitars_(Quantick,_Peter)",2 guitars,E major,Modern,,2020,Modern,15 minutes
3 Elegies for Queen Mary,Various,https://imslp.org/wiki/3_Elegies_for_Queen_Mary_(Various),"high voice, continuo",,Baroque,,,,
"3 Elegies, Op.10","Riesemann, Oskar von","https://imslp.org/wiki/3_Elegies,_Op.10_(Riesemann,_Oskar_von)",piano,,Romantic,,,Romantic,
"3 Elegies, Op.135","Ashton, Algernon","https://imslp.org/wiki/3_Elegies,_Op.135_(Ashton,_Algernon)",piano,,Romantic,,1904?,Romantic,
"3 Elegies, Op.17","Mekaev, Alexander","https://imslp.org/wiki/3_Elegies,_Op.17_(Mekaev,_Alexander)","tenor, piano",,Modern,,1986,Modern,8 minutes
"3 Elegische Stücke, Op.106","Sinding, Christian","https://imslp.org/wiki/3_Elegische_Stücke,_Op.106_(Sinding,_Christian)","violin, piano",,Romantic,,,Romantic,
3 Elegías,"Bedoya, Harold","https://imslp.org/wiki/3_Elegías_(Bedoya,_Harold)",orchestra,,Modern,,2010,Modern,10 minutes
"3 Elfenstücke, Op.20","Seifert, Richard","https://imslp.org/wiki/3_Elfenstücke,_Op.20_(Seifert,_Richard)",piano,,Romantic,,,Romantic,
3 Elftaktige Bagatellen,"Soyfer, Vladislav","https://imslp.org/wiki/3_Elftaktige_Bagatellen_(Soyfer,_Vladislav)",piano,,Modern,,1993-2010,Modern,3 minutes
"3 Emily Dickinson Songs, Op.112","Farwell, Arthur","https://imslp.org/wiki/3_Emily_Dickinson_Songs,_Op.112_(Farwell,_Arthur)","voice, piano",,Early 20th century,,"1946 (No.2), 1949 (Nos.1, 3)",Early 20th century,
"3 Enfantines, GP 196","Bax, Arnold","https://imslp.org/wiki/3_Enfantines,_GP_196_(Bax,_Arnold)","voice, piano",,Early 20th century,,1918,Early 20th century,
3 English Ballads,"Cobb, Gerard Francis","https://imslp.org/wiki/3_English_Ballads_(Cobb,_Gerard_Francis)","voice, piano",,Romantic,,,Romantic,
3 English Dances,"Bowen, York","https://imslp.org/wiki/3_English_Dances_(Bowen,_York)",Piano,,Early 20th century,,,Early 20th century,
"3 English Dances, Op.10","Ashton, Algernon","https://imslp.org/wiki/3_English_Dances,_Op.10_(Ashton,_Algernon)",piano 4 hands,,Romantic,,,Romantic,
"3 English Dances, Op.11","Quilter, Roger","https://imslp.org/wiki/3_English_Dances,_Op.11_(Quilter,_Roger)",piano,see below,Romantic,,1910 or before,Early 20th century,7 minutes
3 English Melodies,"Woodhouse, Charles","https://imslp.org/wiki/3_English_Melodies_(Woodhouse,_Charles)",orchestra,,Romantic,,,Early 20th century,
"3 English Melodies, Op.264","Plante, Cyril","https://imslp.org/wiki/3_English_Melodies,_Op.264_(Plante,_Cyril)","tenor, piano",,Modern,,2022,Modern,
3 English Songs,"Tenducci, Giusto Ferdinando","https://imslp.org/wiki/3_English_Songs_(Tenducci,_Giusto_Ferdinando)","voice, harp (or piano or harpsichord)",,Classical,,,Classical,
"3 English Songs and a Glee, Op.15","Dalberg, Johann Friedrich Hugo von","https://imslp.org/wiki/3_English_Songs_and_a_Glee,_Op.15_(Dalberg,_Johann_Friedrich_Hugo_von)","Songs: voice, piano Glee: 3 voices, figured bass",,Classical,,,Classical,
3 Ephemerals,"Farn, Kat","https://imslp.org/wiki/3_Ephemerals_(Farn,_Kat)","clarinet, viola, piano",,Modern,,2024,Modern,3 minutes
3 Epigrammes,"Engel, Carl","https://imslp.org/wiki/3_Epigrammes_(Engel,_Carl)","voice, piano",,Romantic,,,Early 20th century,
"3 Episoden, Op.38","Weidig, Adolf","https://imslp.org/wiki/3_Episoden,_Op.38_(Weidig,_Adolf)","Orchestra: 3 flutes (3rd also piccolo), 2 oboes (2nd also English horn), 2 clarinets (A), 2 bassoons, contrabassoon 4 horns (F/E), 2 trumpets (A), 3 trombones, tuba timpani, triangle, bass drum, cymbals, tam-tam, tambourine, glockenspiel, organ (ad lib.), harp, strings",,Romantic,,1907 ca.,Romantic,20 minutes
3 Episodes,"St. Pierre, Anthony","https://imslp.org/wiki/3_Episodes_(St._Pierre,_Anthony)",piano,,Modern,,2025,Modern,3 minutes
"3 Epitaphes for Piano, Op.88","Plante, Cyril","https://imslp.org/wiki/3_Epitaphes_for_Piano,_Op.88_(Plante,_Cyril)",Piano,,Modern,,2004-2005,Modern,
"3 Epitaphes, Op.157","Plante, Cyril","https://imslp.org/wiki/3_Epitaphes,_Op.157_(Plante,_Cyril)",piano,,Early 20th century,,2012,Modern,
"3 Equali, WoO 30","Beethoven, Ludwig van","https://imslp.org/wiki/3_Equali,_WoO_30_(Beethoven,_Ludwig_van)",4 trombones,see below,Classical,,1812 (November),Classical,
"3 Ernste Gesänge, Op.5","Bendix, Victor","https://imslp.org/wiki/3_Ernste_Gesänge,_Op.5_(Bendix,_Victor)","voice, piano",,Romantic,,1874,Romantic,
"3 Erzählungen, Op.12","Herrmann, Stephan Nikolai","https://imslp.org/wiki/3_Erzählungen,_Op.12_(Herrmann,_Stephan_Nikolai)","viola, piano",,Early 20th century,,2023-24,Modern,10 minutes
3 Esquisses,"Auzende, Ange-Marie","https://imslp.org/wiki/3_Esquisses_(Auzende,_Ange-Marie)",piano,see below,Romantic,,,Romantic,
3 Esquisses,"Kalniņš, Alfrēds","https://imslp.org/wiki/3_Esquisses_(Kalniņš,_Alfrēds)",piano,,Early 20th century,,,Early 20th century,
"3 Esquisses concertantes, Op.42","Mathias, Georges","https://imslp.org/wiki/3_Esquisses_concertantes,_Op.42_(Mathias,_Georges)",piano 4 hands,see below F major A major D major,Romantic,,,Romantic,
3 Esquisses fuguées,"Dupin, Paul","https://imslp.org/wiki/3_Esquisses_fuguées_(Dupin,_Paul)",Piano,,Romantic,,,Romantic,
3 Esquisses funèbres,"Van Durme, Oscar","https://imslp.org/wiki/3_Esquisses_funèbres_(Van_Durme,_Oscar)",organ or harmonium,,Romantic,,,Romantic,
3 Esquisses genevoises en forme de danses,"Jaques-Dalcroze, Emile","https://imslp.org/wiki/3_Esquisses_genevoises_en_forme_de_danses_(Jaques-Dalcroze,_Emile)",piano,,Early 20th century,,1925 ca.,Romantic,
3 Esquisses musicales,"Gobbaerts, Louis","https://imslp.org/wiki/3_Esquisses_musicales_(Gobbaerts,_Louis)",Piano,,Romantic,,,Romantic,
"3 Esquisses musicales, Op.33","Bizet, Georges","https://imslp.org/wiki/3_Esquisses_musicales,_Op.33_(Bizet,_Georges)",harmonium,see below,Romantic,,,Romantic,
"3 Esquisses mélodiques, Op.92","Cui, César","https://imslp.org/wiki/3_Esquisses_mélodiques,_Op.92_(Cui,_César)",Piano solo,,Romantic,,1913?,Romantic,
"3 Esquisses, Op.24","Arensky, Anton","https://imslp.org/wiki/3_Esquisses,_Op.24_(Arensky,_Anton)",piano,,Romantic,,,Romantic,
"3 Esquisses, Op.3","Strelezki, Anton","https://imslp.org/wiki/3_Esquisses,_Op.3_(Strelezki,_Anton)",piano,,Romantic,,,Romantic,
"3 Esquisses, Op.30","Stojowski, Sigismond","https://imslp.org/wiki/3_Esquisses,_Op.30_(Stojowski,_Sigismond)",piano,,Romantic,,1908,Romantic,
"3 Esquisses, Op.4","Henderson-Sellers, Brian","https://imslp.org/wiki/3_Esquisses,_Op.4_(Henderson-Sellers,_Brian)","violin, 2 pianos",E major,Classical,,1969,Modern,4 minutes
"3 Esquisses, Op.56","Glière, Reinhold","https://imslp.org/wiki/3_Esquisses,_Op.56_(Glière,_Reinhold)",Piano,,Romantic,,,Romantic,
"3 Esquisses, Op.7","Aubert, Louis","https://imslp.org/wiki/3_Esquisses,_Op.7_(Aubert,_Louis)",piano,,Romantic,,1900,Early 20th century,
"3 Estudios Seriales, Op.14","Molina, Akiana","https://imslp.org/wiki/3_Estudios_Seriales,_Op.14_(Molina,_Akiana)","clarinet (B ♭ ), piano",,Modern,,2006,Modern,6 minutes
3 Estudios para Carlos,"Jacinto, Javier","https://imslp.org/wiki/3_Estudios_para_Carlos_(Jacinto,_Javier)","flute, guitar",,Modern,,2000,Modern,9 minutes
"3 Estudios sinfónicos, Op.46","Alejandre Prada, Manuel","https://imslp.org/wiki/3_Estudios_sinfónicos,_Op.46_(Alejandre_Prada,_Manuel)",Orchestra,,Modern,,2003,Modern,10 minutes
3 Estudo para Clarinete e Piano,"Martinez, Emanuel Nunes","https://imslp.org/wiki/3_Estudo_para_Clarinete_e_Piano_(Martinez,_Emanuel_Nunes)",Clarinete and piano,,Modern,,1982,Modern,
"3 Estudos em forma de sonatina, Op.62","Fernández, Oscar Lorenzo","https://imslp.org/wiki/3_Estudos_em_forma_de_sonatina,_Op.62_(Fernández,_Oscar_Lorenzo)",piano,,Early 20th century,,,Early 20th century,
"3 Etuder, Op.1","Nathan, Mathilde Berendsen","https://imslp.org/wiki/3_Etuder,_Op.1_(Nathan,_Mathilde_Berendsen)",Piano,,Romantic,,,Romantic,
3 Etudes,"Gasparin, Valérie Boissier de","https://imslp.org/wiki/3_Etudes_(Gasparin,_Valérie_Boissier_de)",piano,,Romantic,,,Romantic,
3 Etudes,"Kirsch, Alexander","https://imslp.org/wiki/3_Etudes_(Kirsch,_Alexander)",piano,,Modern,,1990-2007,Modern,
3 Etudes,"Morkov, Vladimir","https://imslp.org/wiki/3_Etudes_(Morkov,_Vladimir)",guitar,,Romantic,,,Romantic,
3 Etudes,"Rebikov, Vladimir","https://imslp.org/wiki/3_Etudes_(Rebikov,_Vladimir)",piano,,Romantic,,,Romantic,
3 Etudes,"Roslavets, Nikolay","https://imslp.org/wiki/3_Etudes_(Roslavets,_Nikolay)",piano,,Early 20th century,,1914,Early 20th century,
3 Etudes,"Scharrès, Charles","https://imslp.org/wiki/3_Etudes_(Scharrès,_Charles)",piano,C major,Early 20th century,,1942 ca.,Early 20th century,2 minutes
"3 Etudes Gymnastiques, Op.27","Lévêcque, Emile","https://imslp.org/wiki/3_Etudes_Gymnastiques,_Op.27_(Lévêcque,_Emile)",violin,,Romantic,,,Romantic,
3 Etudes caracteristiques,"Oberthür, Charles","https://imslp.org/wiki/3_Etudes_caracteristiques_(Oberthür,_Charles)",harp,,Romantic,,,Romantic,
"3 Etudes dans le style fugué, Opp.95–97","Dubuque, Alexandre","https://imslp.org/wiki/3_Etudes_dans_le_style_fugué,_Opp.95–97_(Dubuque,_Alexandre)",piano,G minor,Romantic,,,Romantic,
"3 Etudes de Concert, Op.48","Schytte, Ludvig","https://imslp.org/wiki/3_Etudes_de_Concert,_Op.48_(Schytte,_Ludvig)",piano,,Romantic,,,Romantic,
3 Etudes de concert,"Zabel, Albert","https://imslp.org/wiki/3_Etudes_de_concert_(Zabel,_Albert)",harp,,Romantic,,,Romantic,
"3 Etudes de concert, Op.32","Backer-Grøndahl, Agathe","https://imslp.org/wiki/3_Etudes_de_concert,_Op.32_(Backer-Grøndahl,_Agathe)",Piano,,Romantic,,,Romantic,
"3 Etudes de concert, Op.47","Backer-Grøndahl, Agathe","https://imslp.org/wiki/3_Etudes_de_concert,_Op.47_(Backer-Grøndahl,_Agathe)",piano,,Romantic,,,Romantic,
"3 Etudes for Oboe, Op.41","Toker, Hakan Ali","https://imslp.org/wiki/3_Etudes_for_Oboe,_Op.41_(Toker,_Hakan_Ali)",oboe,C major,Romantic,,1992-10-14,Modern,3 minutes
"3 Etudes for Piano, Op.3","Blumenfeld, Felix","https://imslp.org/wiki/3_Etudes_for_Piano,_Op.3_(Blumenfeld,_Felix)",piano,see below,Romantic,,1885,Romantic,5 minutes ; 2 minutes ; 3 minutes
3 Etudes for Violin,"Kunits, Luigi von","https://imslp.org/wiki/3_Etudes_for_Violin_(Kunits,_Luigi_von)",violin,,Early 20th century,,,Early 20th century,
"3 Etudes for Violin, Op.64","Kalliwoda, Johann Wenzel","https://imslp.org/wiki/3_Etudes_for_Violin,_Op.64_(Kalliwoda,_Johann_Wenzel)",Solo violin,,Romantic,,,Romantic,
3 Etudes for the Left Hand on Famous Themes,"Pabst, Paul","https://imslp.org/wiki/3_Etudes_for_the_Left_Hand_on_Famous_Themes_(Pabst,_Paul)",1 piano (left hand),,Romantic,,,Romantic,
"3 Etudes for the Left-Hand, Op.61","Reinhold, Hugo","https://imslp.org/wiki/3_Etudes_for_the_Left-Hand,_Op.61_(Reinhold,_Hugo)",Piano left hand,,Romantic,,,Romantic,11 minutes
"3 Etudes in Different Scales, Op.7","Blobster, Blobby","https://imslp.org/wiki/3_Etudes_in_Different_Scales,_Op.7_(Blobster,_Blobby)",piano,,Modern,,2020,Modern,3 minutes
"3 Etudes, Op.1","Antipov, Konstantin","https://imslp.org/wiki/3_Etudes,_Op.1_(Antipov,_Konstantin)",piano,,Romantic,,,Romantic,
"3 Etudes, Op.104b","Mendelssohn, Felix","https://imslp.org/wiki/3_Etudes,_Op.104b_(Mendelssohn,_Felix)",piano,,Romantic,,1834-1838,Romantic,6-7 minutes
"3 Etudes, Op.139","Heller, Stephen","https://imslp.org/wiki/3_Etudes,_Op.139_(Heller,_Stephen)",1 piano,,Romantic,,,Romantic,
"3 Etudes, Op.14","Kolberg, Oskar","https://imslp.org/wiki/3_Etudes,_Op.14_(Kolberg,_Oskar)",piano,,Romantic,,,Romantic,
"3 Etudes, Op.22","Backer-Grøndahl, Agathe","https://imslp.org/wiki/3_Etudes,_Op.22_(Backer-Grøndahl,_Agathe)",Piano,,Romantic,,1888,Romantic,
"3 Etudes, Op.26","Reinhold, Hugo","https://imslp.org/wiki/3_Etudes,_Op.26_(Reinhold,_Hugo)",piano,,Romantic,,,Romantic,
"3 Etudes, Op.26","Vītols, Jāzeps","https://imslp.org/wiki/3_Etudes,_Op.26_(Vītols,_Jāzeps)",Piano,,Romantic,,,Romantic,
"3 Etudes, Op.28","Pachulski, Henryk","https://imslp.org/wiki/3_Etudes,_Op.28_(Pachulski,_Henryk)",piano,,Romantic,,,Romantic,15 minutes
"3 Etudes, Op.31","Aleksandrov, Anatoly","https://imslp.org/wiki/3_Etudes,_Op.31_(Aleksandrov,_Anatoly)",piano,,Early 20th century,,1925,Early 20th century,
"3 Etudes, Op.31","Glazunov, Aleksandr","https://imslp.org/wiki/3_Etudes,_Op.31_(Glazunov,_Aleksandr)",1 piano,,Romantic,,1889 (No.3); 1890 (No.1); 1891 (No.2),Romantic,
"3 Etudes, Op.4","Blobster, Blobby","https://imslp.org/wiki/3_Etudes,_Op.4_(Blobster,_Blobby)",piano,,Modern,,2020 ca.,Modern,3 minutes
"3 Etudes, Op.40","Nicolai, Otto","https://imslp.org/wiki/3_Etudes,_Op.40_(Nicolai,_Otto)",piano,,Romantic,,,Romantic,
"3 Etudes, Op.42","Oswald, Henrique","https://imslp.org/wiki/3_Etudes,_Op.42_(Oswald,_Henrique)",piano,,Romantic,,1906-12,Romantic,
"3 Etudes, Op.45","Olsson, Otto","https://imslp.org/wiki/3_Etudes,_Op.45_(Olsson,_Otto)",organ,,Romantic,,,Early 20th century,11 minutes
"3 Etudes, Op.65","Scriabin, Aleksandr","https://imslp.org/wiki/3_Etudes,_Op.65_(Scriabin,_Aleksandr)",piano,,Early 20th century,,,Romantic,
"3 Etudes, Op.78","Moszkowski, Moritz","https://imslp.org/wiki/3_Etudes,_Op.78_(Moszkowski,_Moritz)",piano,,Romantic,,,Romantic,
"3 Etudes, Op.84","Kessler, Joseph Christoph","https://imslp.org/wiki/3_Etudes,_Op.84_(Kessler,_Joseph_Christoph)",piano,,Romantic,,,Romantic,
"3 Etüden, Op.21","Nicodé, Jean Louis","https://imslp.org/wiki/3_Etüden,_Op.21_(Nicodé,_Jean_Louis)",piano,see below F-sharp minor F major D minor,Romantic,,,Romantic,
3 Eucharistic Chorales,"St. Pierre, Anthony","https://imslp.org/wiki/3_Eucharistic_Chorales_(St._Pierre,_Anthony)",organ (manualiter),,Modern,,2025,Modern,4.5 minutes
3 Eucharistic Hymns for Organ,"St. Pierre, Anthony","https://imslp.org/wiki/3_Eucharistic_Hymns_for_Organ_(St._Pierre,_Anthony)",organ (manualiter),,Modern,,2021,Modern,2 minutes
3 Evanescences,"Burnell, Paul","https://imslp.org/wiki/3_Evanescences_(Burnell,_Paul)","open keyboard instrument, open instruments (ad lib.)",,Modern,,2014,Modern,10 minutes
"3 Excursions, Op.42","Tonsing, Evan Alva","https://imslp.org/wiki/3_Excursions,_Op.42_(Tonsing,_Evan_Alva)",flute,,Modern,,1968,Modern,
"3 Exercices, Op.2","Genishta, Iosif","https://imslp.org/wiki/3_Exercices,_Op.2_(Genishta,_Iosif)",piano,,Romantic,,,Romantic,
3 Exercises,"Burnell, Paul","https://imslp.org/wiki/3_Exercises_(Burnell,_Paul)","treble recorder in G (or flute or violin), piano",,Modern,,2019,Modern,7 minutes
3 Exercises and 20 Variations,"Tagliapietra, Gino","https://imslp.org/wiki/3_Exercises_and_20_Variations_(Tagliapietra,_Gino)",1 piano,,Early 20th century,,,Early 20th century,
3 Exercises in Composition,Innominate,https://imslp.org/wiki/3_Exercises_in_Composition_(Innominate),piano,,Modern,,2022,Modern,
"3 Exercises, 1 Toccata and Fughetta","Tagliapietra, Gino","https://imslp.org/wiki/3_Exercises,_1_Toccata_and_Fughetta_(Tagliapietra,_Gino)",piano,,Early 20th century,,,Early 20th century,
3 Fables after Ivan Krylov,"Albrecht, Karl","https://imslp.org/wiki/3_Fables_after_Ivan_Krylov_(Albrecht,_Karl)",male chorus (TTBB),,Romantic,,,Romantic,
3 Fables de Florian,"Zoubaloff, Jacques","https://imslp.org/wiki/3_Fables_de_Florian_(Zoubaloff,_Jacques)","voice, piano",,Early 20th century,,,Early 20th century,
3 Fables de Jean de la Fontaine,"Caplet, André","https://imslp.org/wiki/3_Fables_de_Jean_de_la_Fontaine_(Caplet,_André)","voice, piano",,Early 20th century,,1919,Romantic,
3 Faces of Death,"Pape, Gerard","https://imslp.org/wiki/3_Faces_of_Death_(Pape,_Gerard)",ensemble,,Modern,,1988,Modern,15 minutes
3 Fairy-tales According to H.C. Andersen,"Schytte, Ludvig","https://imslp.org/wiki/3_Fairy-tales_According_to_H.C._Andersen_(Schytte,_Ludvig)",Piano,,Romantic,,,Romantic,
"3 Fancies, Op.63","Burleigh, Cecil","https://imslp.org/wiki/3_Fancies,_Op.63_(Burleigh,_Cecil)",piano,,Early 20th century,,,Early 20th century,
3 Fanciful Etchings,"Ketèlbey, Albert William","https://imslp.org/wiki/3_Fanciful_Etchings_(Ketèlbey,_Albert_William)",theater orchestra,,Romantic,,1927,Early 20th century,
3 Fantaisies,"Chantérac, Jean de","https://imslp.org/wiki/3_Fantaisies_(Chantérac,_Jean_de)",Piano,,Romantic,,,Romantic,
3 Fantaisies,"Mayeur, Louis Adolphe","https://imslp.org/wiki/3_Fantaisies_(Mayeur,_Louis_Adolphe)","alto saxophone, piano",see below,Romantic,,,Romantic,
"3 Fantaisies brillantes sur 'Les soirées italiennes', Op.446","Czerny, Carl","https://imslp.org/wiki/3_Fantaisies_brillantes_sur_'Les_soirées_italiennes',_Op.446_(Czerny,_Carl)",piano,,Romantic,,,Romantic,
"3 Fantaisies brillantes sur les motifs de 'Lucia di Lammermoor', Op.383","Czerny, Carl","https://imslp.org/wiki/3_Fantaisies_brillantes_sur_les_motifs_de_'Lucia_di_Lammermoor',_Op.383_(Czerny,_Carl)",piano,,Romantic,,,Romantic,
"3 Fantaisies brillantes, Op.50","Beyer, Ferdinand","https://imslp.org/wiki/3_Fantaisies_brillantes,_Op.50_(Beyer,_Ferdinand)",piano,,Romantic,,,Romantic,
"3 Fantaisies de salon, Op.146","Kalkbrenner, Friedrich Wilhelm","https://imslp.org/wiki/3_Fantaisies_de_salon,_Op.146_(Kalkbrenner,_Friedrich_Wilhelm)",piano,,Romantic,,,Romantic,
"3 Fantaisies en duo, Op.65","Bochsa, Nicholas Charles","https://imslp.org/wiki/3_Fantaisies_en_duo,_Op.65_(Bochsa,_Nicholas_Charles)","horn (F), harp",,Romantic,,,Romantic,
"3 Fantaisies for Solo Flute, Op.38","Kuhlau, Friedrich","https://imslp.org/wiki/3_Fantaisies_for_Solo_Flute,_Op.38_(Kuhlau,_Friedrich)",flute,,Romantic,,1821,Romantic,
3 Fantaisies on Themes from Donizetti's Opera 'Lucia di Lammermoor,"Czerny, Carl","https://imslp.org/wiki/3_Fantaisies_on_Themes_from_Donizetti's_Opera_'Lucia_di_Lammermoor_(Czerny,_Carl)",piano,,Romantic,,,Romantic,
3 Fantaisies pour la Mélodique,"Berwald, Franz","https://imslp.org/wiki/3_Fantaisies_pour_la_Mélodique_(Berwald,_Franz)",piano,,Romantic,,1815-16 ca.,Romantic,
"3 Fantaisies pour une flûte, Op.28","Keller, Karl","https://imslp.org/wiki/3_Fantaisies_pour_une_flûte,_Op.28_(Keller,_Karl)",Flute,,Romantic,,1815 ca.,Romantic,
"3 Fantaisies sur les airs favoris de Robin des Bois No.1, Op.64","Castellacci, Luigi","https://imslp.org/wiki/3_Fantaisies_sur_les_airs_favoris_de_Robin_des_Bois_No.1,_Op.64_(Castellacci,_Luigi)",guitar,D major,Romantic,,,Romantic,
"3 Fantaisies sur les airs favoris de Robin des Bois No.2, Op.57","Castellacci, Luigi","https://imslp.org/wiki/3_Fantaisies_sur_les_airs_favoris_de_Robin_des_Bois_No.2,_Op.57_(Castellacci,_Luigi)",guitar,A minor,Romantic,,,Romantic,
"3 Fantaisies sur les airs favoris de Robin des Bois No.3, Op.58","Castellacci, Luigi","https://imslp.org/wiki/3_Fantaisies_sur_les_airs_favoris_de_Robin_des_Bois_No.3,_Op.58_(Castellacci,_Luigi)",guitar,D major,Romantic,,,Romantic,
